Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),WindSpeed (m/s),Cadaence(revs/s),Elevation(meters),Hill slope(%),Temperature(C),Cluster
209.88,2220.9,119,7.8232,6.5715,1.3333,74.066,2.34,24.444,D
206.82,2237,119,7.6891,7.5103,1.3167,74.066,2.75,24.444,D
194.69,2237,119,7.5103,6.7503,1.2833,74.676,2.95,24.444,D
210.91,2253.1,119,7.4208,4.7386,1.2667,74.676,2.96,24.444,C
221.74,2253.1,119,7.242,3.7551,1.25,74.676,3.36,24.444,C
231.85,2269.2,119,7.1973,4.2916,1.2333,74.676,3.57,24.444,C
227.85,2269.2,119,7.1079,3.4422,1.2167,75.59,4.07,24.444,C
232.94,2285.3,119,7.0632,3.621,1.2,75.59,4.07,24.444,C
232.13,2285.3,119,7.0632,3.7998,1.2167,75.59,3.78,24.444,C
232.59,2285.3,119,7.1079,4.0681,1.2167,75.59,3.58,24.444,C
217.78,2301.4,119,7.1079,4.7386,1.2167,76.2,2.99,24.444,C
190.76,2301.4,119,7.0185,3.7551,1.1667,76.2,2.89,24.444,C
176.34,2317.4,119,6.7503,3.7551,1.0667,76.2,3.29,24.444,C
216.17,2317.4,119,7.0632,4.2022,1.0667,76.2,3.3,24.444,C
239.31,2333.5,119,7.0632,5.9903,1.0833,77.114,3.7,24.444,C
247.61,2333.5,119,7.0632,6.035,1.0833,77.114,4.01,24.444,C
250.64,2349.6,120,7.0185,6.348,1.0833,77.114,3.61,24.444,C
263.55,2349.6,120,6.9291,6.5715,1.0667,77.114,3.81,24.444,C
249.68,2349.6,121,6.9291,6.3927,1.0667,78.334,3.51,24.444,C
257.77,2365.7,121,6.9291,5.7668,1.05,78.334,3.11,24.444,C
275.16,2365.7,122,7.0185,5.2304,1.0667,78.334,3.12,24.444,C
271.24,2381.8,122,7.0185,4.6939,1.0667,78.334,3.02,24.444,C
279.19,2381.8,123,6.9738,6.6162,1.0833,80.162,3.02,24.444,C
261.23,2397.9,124,6.9738,8.8514,1.0667,80.162,3.32,24.444,C
261.08,2397.9,124,6.8844,5.9456,1.05,80.162,3.42,24.444,C
280.11,2397.9,125,6.8844,5.4539,1.05,80.162,3.42,24.444,C
294.44,2414,125,7.0185,5.3198,1.0667,80.772,3.22,24.444,C
277.7,2414,125,7.1079,5.588,1.0833,80.772,3.42,24.444,C
269.61,2430.1,125,7.0632,4.7833,1.0667,80.772,3.22,24.444,C
284.83,2430.1,126,7.1526,3.9786,1.0833,80.772,2.92,24.444,C
267.1,2446.2,126,7.242,4.2916,1.1167,81.382,2.73,24.444,D
291.74,2446.2,126,7.5103,5.4539,1.15,81.382,1.83,24.444,D
226.79,2462.3,126,7.9573,5.3645,1.1833,81.382,1.23,24.444,D
193.36,2462.3,126,7.7785,5.9903,1.2333,81.382,1.03,24.444,D
168.44,2478.4,126,7.7785,7.3761,1.3333,81.382,0.73,24.444,D
145.54,2478.4,127,7.8232,7.7785,1.35,81.382,0.23,24.444,D
123.84,2494.5,126,7.9573,7.6891,1.3667,81.382,-0.37,24.444,D
105.03,2494.5,126,8.0467,7.8232,1.3833,81.382,-1.37,24.444,D
103.52,2510.6,126,8.2702,8.449,1.4,81.382,-2.17,24.444,D
105.81,2510.6,126,8.4043,7.8232,1.4333,81.382,-2.67,24.444,D
110.45,2526.7,126,8.6279,7.1526,1.3833,81.382,-3.07,24.444,D
121.95,2526.7,126,8.8514,6.4821,1.35,81.382,-3.07,24.444,D
139.56,2542.8,126,9.1196,6.0797,1.4,80.162,-2.87,24.444,D
130.16,2542.8,126,9.3878,7.0632,1.4333,80.162,-2.67,24.444,D
116.63,2558.9,126,9.6113,6.5715,1.4667,80.162,-2.78,24.444,D
116.89,2574.9,125,9.7454,7.242,1.45,80.162,-2.58,24.444,D
119.35,2574.9,124,10.014,7.3761,1.45,78.638,-2.88,24.444,D
114.87,2591,123,10.282,8.0467,1.4833,78.638,-2.98,24.444,D
121.16,2591,122,10.461,7.9573,1.4333,78.638,-2.58,24.444,D
123.41,2607.1,121,10.64,9.0302,1.4333,78.638,-2.88,24.444,D
127.59,2623.2,120,10.774,8.8067,1.45,78.029,-2.79,24.444,D
135.36,2623.2,119,10.908,8.9408,1.4833,78.029,-2.89,24.444,D
148.16,2639.3,119,11.087,8.2255,1.5,78.029,-3,24.444,D
145.34,2655.4,119,11.176,8.7173,1.5167,78.029,-2.91,24.444,D
135.75,2671.5,118,11.31,9.209,1.5333,77.724,-2.82,24.444,D
119,2671.5,127,11.355,9.7007,1.5333,77.724,-2.93,24.444,C
153.18,2687.6,127,11.489,8.2255,1.55,77.724,-2.65,24.444,C
173.6,2703.7,127,11.489,7.8679,1.55,77.724,-2.35,24.444,C
172.37,2703.7,124,11.489,8.2702,1.55,77.114,-1.87,24.444,C
165.31,2719.8,121,11.444,8.8961,1.55,77.114,-0.98,24.444,C
176.2,2735.9,121,11.355,8.6279,1.5167,77.114,-0.49,24.444,C
192.96,2735.9,119,11.221,8.0467,1.5167,77.114,0,24.444,C
192.84,2752,117,11.087,7.3761,1.4833,76.81,0.58,24.444,D
181.52,2768.1,116,10.863,9.3431,1.4667,76.81,0.87,24.444,D
187.34,2784.2,115,10.729,8.3596,1.45,76.81,1.16,24.444,D
206.59,2784.2,114,10.595,7.8232,1.4333,76.81,1.15,24.444,D
225.36,2800.3,114,10.505,7.1973,1.4167,76.505,1.24,24.444,D
224.74,2800.3,113,10.416,7.7785,1.4,76.505,1.23,24.444,D
227.86,2816.3,113,10.371,7.9126,1.4,76.505,1.12,24.444,D
223.34,2832.4,113,10.327,8.4937,1.3833,76.505,1.11,24.444,D
268.84,2832.4,112,10.282,8.3149,1.3833,76.81,1.21,24.444,D
279.1,2848.5,113,10.237,7.6891,1.4167,76.81,1.7,24.444,C
285.6,2864.6,113,10.103,6.9738,1.45,76.81,1.89,24.444,C
288.05,2864.6,113,10.058,6.1691,1.45,76.81,1.98,24.444,C
277.47,2880.7,113,10.058,7.0185,1.45,77.114,1.78,24.444,D
259.07,2896.8,113,9.969,7.4655,1.4333,77.114,1.57,24.444,D
242.68,2896.8,114,9.8349,7.5103,1.4167,77.114,1.77,24.444,D
232.31,2912.9,114,9.7007,6.2138,1.3833,77.114,1.86,24.444,D
241,2912.9,115,9.6113,6.035,1.3833,77.114,2.06,24.444,D
247.45,2929,115,9.4772,7.1079,1.3667,77.114,2.35,24.444,D
240.19,2945.1,116,9.3431,7.555,1.35,77.114,2.35,24.444,D
251.98,2945.1,117,9.3431,7.3761,1.35,77.114,2.14,24.444,D
269.75,2961.2,117,9.2537,7.0185,1.3333,78.029,2.54,24.444,D
288.56,2961.2,117,9.209,5.6327,1.3167,78.029,2.24,24.444,D
298.49,2977.3,117,9.209,5.9903,1.3333,78.029,2.24,24.444,D
288.33,2977.3,118,9.2537,4.5598,1.3167,78.029,2.43,24.444,D
201.14,2993.4,118,9.1196,3.8445,1.2167,78.638,1.73,24.444,D
130.97,3009.5,118,8.9855,4.5151,1.0167,78.638,1.63,24.444,D
84.76,3009.5,118,8.6279,5.7221,0.98333,78.638,1.53,24.444,D
1.57,3025.6,118,8.2702,4.5598,0.45,78.638,1.53,24.444,D
0,3025.6,118,7.6891,3.8445,0,78.943,1.93,24.444,D
0,3025.6,117,7.0632,4.8727,0,78.943,1.32,24.444,C
0,3041.7,117,6.035,4.381,0,78.943,0.72,24.444,C
0,3041.7,116,5.0515,2.9505,0,78.943,0.12,25,C
0,3041.7,115,3.9339,0,0,78.943,-0.68,25,C
0,3057.7,113,3.3081,0,0,78.943,-0.48,25,C
63.51,3057.7,113,3.6657,2.0564,0.083333,78.943,-0.58,25,C
105.62,3057.7,112,4.5151,2.9952,0.66667,78.943,-1.18,25,C
150.62,3057.7,111,5.2304,2.8163,0.78333,78.943,-1.08,25,C
174.65,3073.8,111,5.7221,2.3693,0.85,78.943,-1.08,25,C
202.59,3073.8,111,6.035,2.861,0.9,78.943,-0.89,25,C
228.49,3089.9,112,6.5715,3.6657,0.98333,78.943,-0.09,25,C
228.46,3089.9,112,6.8844,4.1128,1.0333,79.553,0.31,25,C
278.28,3089.9,113,7.1973,4.1575,1.1,79.553,0.21,25,C
215.29,3106,113,7.4655,4.381,1.15,79.553,0.41,25,C
186.07,3106,114,7.555,5.1409,1.1667,79.553,0.3,25,C
154.82,3122.1,114,7.7338,4.6939,1.1833,79.553,-0.3,25,C
130.71,3122.1,114,7.8679,5.6774,1.2,79.553,-0.51,25,D
104.43,3138.2,114,7.8679,5.8562,1.2,79.553,-0.81,25,D
67.14,3138.2,114,7.9573,5.8562,0.88333,79.553,-1.51,25,D
0,3154.3,114,8.0914,5.9903,0.13333,78.943,-1.82,25,D
0,3154.3,114,8.2702,5.9456,0,78.943,-2.72,25,D
0,3170.4,113,8.4937,6.9291,0,78.943,-3.23,25,D
0,3170.4,112,8.6279,7.1973,0,78.943,-3.43,25,D
0,3186.5,111,8.762,7.6444,0,78.638,-3.14,25,D
0,3202.6,111,8.8514,6.4821,0,78.638,-2.84,25,D
0,3202.6,110,8.9855,6.5715,0,78.638,-2.84,25,D
0,3218.7,109,9.1643,7.0632,0,78.638,-2.85,25,D
0,3218.7,109,9.2537,7.9573,0,78.029,-2.65,25,D
0,3234.8,106,9.2537,8.0914,0,78.029,-2.36,25,D
0,3234.8,113,9.0749,7.5997,0,78.029,-1.56,25,D
0,3250.9,113,8.8961,7.6891,0,78.029,-0.67,25,D
0,3250.9,113,8.7173,4.2022,0,77.114,-0.47,25,D
0,3267,113,8.6726,5.3198,0,77.114,-0.28,25,D
0,3283.1,113,8.5831,4.8727,0,77.114,-0.38,25,D
0,3283.1,113,8.5384,4.7386,0,77.114,-0.48,25,D
0,3299.1,113,8.449,4.4704,0,76.81,-0.38,25,D
0,3299.1,113,8.3596,4.9621,0,76.81,-0.19,25,D
0,3315.2,113,8.2702,4.0233,0,76.81,-0.39,25,D
46.4,3315.2,113,8.2702,3.0399,0.83333,76.81,-0.09,25,D
97.18,3331.3,113,8.3596,4.2022,1.4167,76.505,0.1,25,D
121.01,3331.3,111,8.5384,5.6774,1.4,76.505,0,25,D
138.79,3347.4,108,8.6279,6.9738,1.3167,76.505,0.4,25,D
164.61,3347.4,106,8.6726,6.1691,1.3333,76.505,0.3,25,C
181.44,3363.5,106,8.7173,6.7503,1.3333,76.81,0.4,25,C
184.27,3363.5,106,8.762,6.5715,1.35,76.81,0.29,25,C
194.09,3379.6,106,8.8514,5.0068,1.35,76.81,0.29,25,C
193.89,3379.6,106,8.9408,4.2469,1.3667,76.81,0.09,25,C
165.74,3395.7,106,8.9855,5.8115,1.3833,76.81,-0.11,25,D
157.59,3411.8,106,9.0302,5.7668,1.3833,76.81,0.09,25,D
155.46,3411.8,106,9.0302,6.4821,1.3833,76.81,0.28,25,D
153.39,3427.9,106,8.9855,6.5268,1.3833,76.81,0.18,25,D
167.25,3427.9,105,9.0302,6.7503,1.3833,76.81,0.38,25,D
164.08,3444,106,9.0302,6.9291,1.3833,76.81,0.28,25,D
160.97,3444,106,9.0302,6.0797,1.3833,76.81,0.08,25,D
151.82,3460.1,107,9.0749,6.795,1.3833,76.81,0.18,25,D
146.77,3476.2,108,9.0302,7.242,1.3833,76.81,0.07,25,D
137.74,3476.2,109,8.9855,7.6891,1.3833,76.81,-0.03,25,D
136.69,3492.3,109,8.9855,7.555,1.3667,76.81,0.07,25,D
137.63,3492.3,111,8.9855,8.3149,1.3667,76.81,0.07,25,D
153.57,3508.4,111,8.9855,7.4208,1.3667,76.505,-0.03,25,D
163.45,3508.4,111,9.0302,8.1361,1.3833,76.505,-0.13,25,D
165.37,3524.5,111,9.0302,7.9126,1.3833,76.505,-0.23,25,D
171.15,3524.5,111,9.1643,7.7785,1.4,76.505,-0.63,25,D
178.05,3540.5,111,9.1643,7.3761,1.4,76.81,-0.53,25,D
173.94,3556.6,110,9.1643,7.9573,1.4,76.81,-0.54,25,D
158.82,3556.6,111,9.1643,6.6609,1.4,76.81,-0.54,25,D
151.65,3572.7,111,9.209,6.6162,1.4167,76.81,-0.64,25,D
155.42,3572.7,111,9.2984,7.3761,1.4167,76.81,-0.64,25,D
152.28,3588.8,111,9.2984,7.242,1.4167,76.81,-0.74,25,D
145.13,3588.8,111,9.2984,7.555,1.4167,76.81,-0.65,25,D
131.99,3604.9,111,9.2984,7.5103,1.4167,76.81,-0.45,25,D
121.89,3621,112,9.2537,6.0797,1.4167,76.2,-0.55,25,D
138.71,3621,112,9.2984,5.3198,1.4167,76.2,-0.65,25,D
150.43,3637.1,112,9.4325,5.0515,1.4333,76.2,-0.65,25,D
142.26,3637.1,111,9.4772,5.2751,1.45,76.2,-0.56,25,D
134.16,3653.2,111,9.4772,6.035,1.45,75.59,-0.46,25,D
130.02,3669.3,110,9.5219,5.0068,1.45,75.59,-0.36,25,D
128.89,3669.3,110,9.5666,5.0515,1.4667,75.59,-0.26,25,D
122.78,3685.4,109,9.6113,5.1857,1.4667,75.59,-0.26,25,D
104.73,3685.4,108,9.6113,6.2585,1.4667,75.286,-0.36,25,D
92.62,3701.5,108,9.6113,7.1526,1.4667,75.286,-0.46,25,D
89.61,3717.6,108,9.5666,7.242,1.4667,75.286,-0.56,25,D
92.62,3717.6,108,9.5219,7.5103,1.45,75.286,-0.56,25,D
89.64,3733.7,107,9.4772,8.3149,1.45,74.981,-0.57,25,D
86.61,3733.7,107,9.4772,8.1361,1.45,74.981,-1.07,25,D
63.58,3749.8,107,9.4772,7.5103,0.85,74.981,-1.37,25,D
0,3749.8,107,9.4325,8.1361,0.13333,74.981,-1.77,25,D
0,3765.9,107,9.3878,8.3149,0,74.066,-2.07,25,D
0,3781.9,106,9.3431,7.242,0,74.066,-1.77,25,D
0,3781.9,106,9.2537,7.5103,0,74.066,-1.67,25,D
0,3798,105,9.0302,8.4043,0,74.066,-1.47,25,D
0,3798,104,8.8961,8.2702,0,74.066,-0.97,25,D
54.18,3814.1,104,8.762,7.0185,0.5,74.066,-0.77,25,C
106.9,3814.1,103,8.8961,6.7056,1.3667,74.066,-0.57,25,C
122.72,3830.2,104,8.9855,6.0797,1.3833,74.066,-0.67,25,D
135.47,3846.3,104,9.1196,5.5433,1.3833,74.066,-0.67,25,D
141.22,3846.3,104,9.1643,6.4821,1.4,74.066,-0.78,25,D
122.07,3862.4,104,9.209,7.1973,1.4,74.066,-0.68,25,D
120.87,3862.4,105,9.2984,7.2867,1.4167,74.066,-0.78,25,D
132.79,3878.5,104,9.2984,7.8679,1.4167,73.457,-0.68,25,D
153.72,3878.5,104,9.2984,7.1973,1.4167,73.457,-0.48,25,D
183.77,3894.6,104,9.209,7.5103,1.4,73.457,0.12,25,C
180.83,3910.7,104,9.1196,7.5997,1.3833,73.457,0.82,25,C
188.02,3910.7,104,8.9408,7.3314,1.3667,74.066,1.62,25,C
192.1,3926.8,104,8.8514,6.3927,1.35,74.066,1.61,25,C
191.89,3926.8,105,8.9855,6.1691,1.3667,74.066,1.01,25,C
192.62,3942.9,106,9.1643,6.6162,1.4,74.066,0.31,25,D
193.43,3942.9,107,9.2984,6.7056,1.4333,73.457,-0.49,25,D
177.24,3959,108,9.4325,7.6891,1.45,73.457,-1.09,25,D
166,3975.1,109,9.6113,6.795,1.4667,73.457,-1.19,25,D
158.89,3975.1,110,9.7007,6.5715,1.4833,73.457,-1.29,25,D
142.79,3991.2,110,9.7902,5.9456,1.5,73.457,-1.49,25,D
129.74,3991.2,111,9.8349,6.9738,1.5,73.457,-1.39,25,D
130.64,4007.3,111,9.9243,6.9291,1.5167,73.457,-1.19,25,D
119.6,4023.3,111,9.969,8.1361,1.5167,73.457,-1.19,25,D
101.63,4023.3,110,9.969,7.2867,1.5167,73.152,-1.39,25,D
95.58,4039.4,110,10.014,7.2867,1.5333,73.152,-1.28,25,D
100.53,4039.4,109,10.058,7.7785,1.5333,73.152,-1.48,25,D
98.5,4055.5,108,10.058,7.4655,1.5333,73.152,-1.49,25,D
86.47,4071.6,108,10.058,9.0749,1.5333,72.542,-1.49,25,D
91.43,4071.6,108,10.058,9.1643,1.5333,72.542,-1.39,25,D
92.43,4087.7,108,10.014,7.6891,1.5333,72.542,-1.49,25,D
113.3,4103.8,107,10.058,7.5997,1.5333,72.542,-1.59,25,D
135.08,4103.8,107,10.148,7.8232,1.55,72.542,-1.69,25,D
129.75,4119.9,107,10.237,7.4208,1.5667,72.542,-1.79,25,D
126.55,4119.9,107,10.282,7.7785,1.5667,72.542,-1.69,25,D
110.41,4136,107,10.282,9.7454,1.5667,72.542,-1.7,25,D
106.32,4152.1,107,10.237,9.7902,1.5667,71.628,-1.3,25,D
110.22,4152.1,107,10.192,9.5219,1.55,71.628,-1.3,25,D
123.02,4168.2,107,10.148,9.2537,1.55,71.628,-1.3,25,D
131.93,4184.3,106,10.103,9.2537,1.5333,71.628,-1.21,25,D
154.9,4184.3,105,10.014,9.4325,1.5333,71.018,-1.01,25,D
162.67,4200.4,105,10.058,9.1643,1.5333,71.018,-1.11,25,D
162.59,4216.5,104,10.014,8.8514,1.5333,71.018,-1.01,25,D
158.46,4216.5,103,9.969,9.656,1.5167,71.018,-0.81,25,D
150.54,4232.6,103,9.8349,8.2702,1.5,71.018,-1.02,25,D
162.42,4232.6,102,9.8349,8.2255,1.5,71.018,-0.92,25,D
169.31,4248.7,102,9.8349,8.2702,1.5,71.018,-0.72,25,D
168.37,4264.8,102,9.7454,8.1361,1.4833,71.018,-0.32,25,D
163.48,4264.8,101,9.6113,8.9855,1.4667,70.714,-0.12,25,D
167.58,4280.8,100,9.5219,8.449,1.45,70.714,0.38,25,C
173.69,4280.8,100,9.4325,8.2255,1.4333,70.714,0.58,25,C
179.9,4296.9,100,9.2984,9.0302,1.4167,70.714,0.48,25,C
181.99,4313,100,9.2537,7.5997,1.4167,70.409,0.38,25,C
196.1,4313,100,9.209,7.4208,1.4,70.409,0.58,25,C
192.24,4329.1,100,9.1643,8.2255,1.4,70.409,0.58,25,C
186.46,4329.1,101,9.0749,7.3314,1.4,70.409,0.48,25,C
194.56,4345.2,101,9.0749,7.555,1.3833,69.494,0.58,25,C
197.75,4345.2,102,9.0302,8.1808,1.3833,69.494,0.48,25,C
193.96,4361.3,102,8.9855,7.7338,1.3667,69.494,0.48,25,C
207.18,4361.3,103,8.9408,7.1079,1.3667,69.494,0.69,25,C
211.41,4377.4,104,8.8961,7.1079,1.35,70.714,0.99,25,C
213.72,4393.5,104,8.8067,7.4655,1.35,70.714,1.29,25,C
204.11,4393.5,105,8.6726,7.6444,1.3667,70.714,1.69,25,C
214.49,4409.6,105,8.4937,6.4821,1.4333,70.714,2.1,25,C
232.67,4409.6,106,8.4937,5.1857,1.45,71.018,2.3,25,C
242.93,4425.7,107,8.449,5.0515,1.45,71.018,2.4,25,C
243.11,4425.7,108,8.449,5.1857,1.4333,71.018,2.31,25,C
241.36,4441.8,109,8.4043,5.8562,1.4333,71.018,2.21,25,C
242.48,4441.8,110,8.449,5.2304,1.45,71.628,2.11,25,C
259.53,4457.9,110,8.5384,6.5268,1.45,71.628,2.01,25,C
270.66,4457.9,112,8.5384,6.4821,1.4667,71.628,1.92,25,C
268.76,4474,113,8.5831,8.0914,1.4667,71.628,2.02,25,C
271.98,4474,114,8.5384,8.6726,1.45,73.152,2.22,25,C
284.23,4490.1,115,8.449,7.242,1.45,73.152,2.32,25,C
299.18,4490.1,116,8.4937,6.5715,1.45,73.152,2.12,25,C
322.24,4506.2,117,8.5384,6.5268,1.4667,73.152,2.43,25,C
313.31,4506.2,118,8.5831,6.1691,1.4667,74.676,2.23,25,D
303.48,4522.2,120,8.6279,6.2585,1.4667,74.676,2.33,25,D
283.69,4538.3,121,8.5384,5.9009,1.4667,74.676,2.73,25,D
286.67,4538.3,122,8.6279,5.2751,1.4833,74.676,2.23,25,D
282.64,4554.4,123,8.7173,5.3645,1.4833,75.286,2.14,25,D
283.61,4554.4,124,8.8067,5.8562,1.5,75.286,1.94,25,D
279.63,4570.5,125,8.8514,6.2585,1.5167,75.286,1.64,25,D
278.71,4570.5,126,8.8961,5.8115,1.5167,75.286,1.94,25,D
281.74,4586.6,127,8.9408,5.3645,1.5333,76.2,1.74,25,D
272.78,4586.6,127,8.9855,5.3645,1.5333,76.2,1.64,25,D
272.82,4602.7,128,9.0302,4.9174,1.5333,76.2,1.74,25,D
260.97,4618.8,128,8.9855,5.0962,1.5333,76.2,1.85,25,D
259.13,4618.8,129,8.9408,4.7386,1.5333,76.81,2.15,25,D
266.21,4634.9,129,8.9855,4.7386,1.5333,76.81,2.35,25,D
274.34,4634.9,130,8.9855,3.9339,1.5333,76.81,2.35,25,D
268.45,4651,130,9.0302,4.0681,1.55,76.81,2.35,25,D
249.61,4651,131,9.0302,3.174,1.55,77.114,2.26,25,D
238.74,4667.1,130,9.0749,4.0233,1.55,77.114,2.16,25,D
230.93,4667.1,131,9.0749,4.6045,1.55,77.114,1.96,25,D
227.18,4683.2,131,9.0302,5.1409,1.55,77.114,1.87,25,D
226.4,4699.3,132,9.0302,4.9621,1.5333,77.724,1.87,25,D
224.67,4699.3,132,8.9855,5.4539,1.5333,77.724,1.77,25,D
227.91,4715.4,132,8.9855,6.035,1.5333,77.724,2.18,25,D
240.2,4715.4,133,8.9408,5.9009,1.5333,77.724,2.18,25,D
252.46,4731.5,133,8.9408,6.4821,1.5333,77.724,2.18,25,D
270.76,4731.5,133,8.8961,6.1691,1.5167,77.724,2.49,25,D
289.03,4747.6,134,8.8961,6.2585,1.5167,77.724,2.49,25,D
276.13,4747.6,134,8.8514,6.348,1.5167,77.724,2.49,25,D
279.4,4763.6,134,8.8514,5.588,1.5167,78.638,2.5,25,D
249.71,4779.7,134,8.8067,4.7386,1.4833,78.638,2.4,25,D
205.1,4779.7,133,8.6279,3.9786,1.4833,78.638,1.61,25,D
191.21,4795.8,134,8.8514,3.6657,1.5167,78.638,0.91,25,D
160.35,4795.8,133,9.0302,4.2916,1.55,78.943,0.21,25,D
153.59,4811.9,133,9.0749,5.0515,1.55,78.943,-0.28,25,D
139.9,4811.9,133,8.9855,5.4092,1.5333,78.943,0.02,25,D
138.2,4828,133,8.8961,5.6327,1.5167,78.943,0.73,25,D
139.36,4828,133,8.762,8.2702,1.5,79.858,1.13,25,D
155.66,4844.1,133,8.6726,7.2867,1.4833,79.858,1.23,25,D
181.95,4844.1,133,8.5831,6.7056,1.4667,79.858,1.63,25,D
209.19,4860.2,133,8.5831,6.348,1.4667,79.858,1.54,25,D
235.45,4876.3,132,8.5831,4.6492,1.4667,79.858,1.64,25,D
233.68,4876.3,133,8.6726,5.4539,1.4833,79.858,1.75,25,D
225.96,4892.4,132,8.6726,5.5433,1.4833,79.858,1.45,25,D
212.24,4892.4,133,8.6726,7.1973,1.4833,79.858,1.46,25,D
201.57,4908.5,133,8.6279,6.5715,1.4667,80.162,1.36,25,D
198.92,4908.5,132,8.5831,6.348,1.4667,80.162,1.37,25,D
199.29,4924.6,133,8.4937,7.3314,1.45,80.162,1.47,25,D
197.48,4924.6,133,8.4043,6.4374,1.4333,80.162,1.68,25,D
215.67,4940.7,133,8.4043,5.6327,1.4333,80.467,1.88,25,D
211.06,4940.7,134,8.4043,6.2585,1.4333,80.467,1.88,25,D
206.46,4956.8,134,8.3596,6.2585,1.4333,80.467,1.79,25,D
197.88,4956.8,134,8.3596,6.2138,1.4333,80.467,1.6,25,D
193.31,4972.9,134,8.4043,6.6162,1.4333,80.467,1.11,25,D
194.55,4972.9,133,8.4937,5.8115,1.45,80.467,0.81,25,D
203,4989,133,8.5384,5.588,1.4667,80.467,0.62,25,D
204.48,4989,133,8.6726,4.2469,1.4833,80.467,0.42,25,D
186.96,5005,133,8.762,3.621,1.5,80.467,0.33,25,D
173.47,5021.1,133,8.8961,4.1575,1.5167,80.467,0.24,25,D
154.95,5021.1,132,8.9408,4.2916,1.5333,80.467,0.05,25,D
138.23,5037.2,132,8.9855,4.2916,1.5333,80.467,-0.05,25,D
113.71,5037.2,132,9.0302,2.8163,1.55,80.467,-0.14,25,D
103.17,5053.3,131,9.0749,4.7833,1.55,80.467,-0.44,25,D
85.63,5053.3,131,9.1196,5.9903,1.55,80.467,-0.43,25,D
80.04,5069.4,130,9.1196,4.1128,1.55,80.467,-0.52,25,D
80.31,5085.5,129,9.1196,3.5763,1.55,80.772,-0.52,25,D
83.7,5085.5,128,9.1196,3.2634,1.5667,80.772,-0.41,25,D
84.1,5101.6,128,9.1643,3.5316,1.55,80.772,-0.31,25,D
94.48,5101.6,127,9.209,4.6045,1.4667,80.772,-0.3,25,D
121.87,5117.7,127,9.2984,4.8727,1.4167,80.467,-0.1,25,D
126.25,5117.7,126,9.3878,4.381,1.4333,80.467,0.01,25,D
134.55,5133.8,126,9.4772,4.9174,1.45,80.467,0.01,25,D
139.9,5149.9,125,9.5666,4.6492,1.4667,80.467,-0.19,25,D
134.47,5149.9,124,9.7007,4.2022,1.4833,80.772,-0.18,25,D
118.7,5166,122,9.7007,5.5433,1.4833,80.772,-0.18,25,D
110.94,5166,121,9.7454,5.7668,1.4833,80.772,-0.47,25,D
106.12,5182.1,120,9.7454,4.9621,1.4833,80.772,-0.47,25,D
124.28,5198.2,119,9.7454,4.6939,1.5,80.467,-0.67,25,D
132.64,5198.2,119,9.969,5.6327,1.5167,80.467,-0.97,25,D
123.89,5214.3,118,10.058,6.2138,1.5333,80.467,-0.86,25,D
111.06,5214.3,117,10.103,6.8397,1.55,80.467,-1.16,25,D
120.32,5230.4,117,10.237,8.3149,1.5667,80.467,-1.16,25,D
124.54,5246.4,117,10.192,9.5219,1.5667,80.467,-1.26,25,D
119.71,5246.4,116,10.237,8.4937,1.55,80.467,-1.26,25,D
132.75,5262.5,116,10.148,7.8232,1.55,80.467,-1.25,25,D
117.94,5278.6,116,10.192,6.9738,1.5667,80.467,-1.55,25,D
126.16,5278.6,115,10.237,6.3032,1.5667,80.467,-1.45,25,D
122.54,5294.7,114,10.282,6.5268,1.5667,80.467,-1.45,25,D
119.86,5310.8,113,10.371,6.6162,1.5833,80.467,-1.54,25,D
101.1,5310.8,112,10.371,7.8232,1.5833,79.858,-1.34,25,D
100.42,5326.9,112,10.416,8.7173,1.5833,79.858,-1.34,25,D
86.64,5343,111,10.371,9.656,1.5833,79.858,-1.63,25,D
99.15,5343,111,10.416,8.5831,1.5833,79.858,-1.53,25,D
112.62,5359.1,110,10.416,8.9855,1.5833,79.858,-1.62,25,D
135.07,5359.1,109,10.416,8.9408,1.5333,79.858,-1.81,25,D
150.59,5375.2,109,10.505,7.0185,1.5167,79.858,-1.51,25,D
158.21,5391.3,108,10.595,8.0914,1.5333,79.858,-1.6,25,D
143.46,5391.3,107,10.684,9.0749,1.5333,78.943,-1.9,25,D
144.47,5407.4,107,10.774,8.762,1.55,78.943,-1.9,25,D
146.38,5423.5,107,10.818,9.2537,1.55,78.943,-2,25,D
148.29,5423.5,108,10.818,8.5831,1.55,78.943,-1.91,25,D
134.97,5439.6,108,10.908,8.2702,1.5667,78.638,-2.01,25,D
143.67,5455.7,108,10.997,6.2138,1.5833,78.638,-2.12,25,D
160.63,5455.7,108,11.131,4.6045,1.6,78.638,-2.02,25,D
156.45,5471.8,107,11.221,6.3927,1.6167,78.638,-1.82,25,D
154.34,5487.8,107,11.221,7.3761,1.6167,77.724,-1.22,25,D
141.16,5503.9,106,11.221,7.3761,1.6167,77.724,-0.93,25,D
141.02,5503.9,106,11.265,7.1526,1.6167,77.724,-1.03,25,D
142.79,5520,106,11.265,6.7056,1.6333,77.724,-1.13,25,D
148.62,5536.1,107,11.355,8.2255,1.6333,76.81,-1.33,25,D
136.28,5536.1,107,11.355,8.6726,1.6333,76.81,-1.34,25,D
130.69,5552.2,108,11.31,8.8514,1.6167,76.81,-1.15,25,D
